SEASON,TEAM_ID,TEAM_NAME,W,L,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,PTS
1996-97,1610612737,Atlanta Hawks,56,26,34.3,76.9,0.446,8.0,22.4,0.36,18.2,23.8,0.763,41.1,19.0,8.5,5.2,94.8
1996-97,1610612738,Boston Celtics,15,67,37.4,85.0,0.44,5.7,16.2,0.351,20.1,26.8,0.75,40.0,21.9,9.9,3.8,100.6
1996-97,1610612766,Charlotte Hornets,54,28,36.4,77.3,0.471,7.2,16.9,0.428,18.8,24.2,0.777,39.1,24.6,7.3,4.3,98.9
1996-97,1610612741,Chicago Bulls,69,13,40.0,84.4,0.473,6.4,17.1,0.373,16.8,22.5,0.747,45.1,26.1,8.7,4.0,103.1
1996-97,1610612739,Cleveland Cavaliers,42,40,33.0,72.8,0.453,5.9,15.7,0.376,15.6,21.6,0.723,37.4,20.9,8.0,3.8,87.5
1996-97,1610612742,Dallas Mavericks,24,58,34.3,78.7,0.436,5.2,16.0,0.326,16.8,23.4,0.717,40.3,20.3,8.0,4.3,90.6
1996-97,1610612743,Denver Nuggets,21,61,35.8,81.5,0.439,7.8,20.9,0.372,18.5,24.3,0.761,42.0,23.0,6.1,5.9,97.8
1996-97,1610612765,Detroit Pistons,54,28,34.5,74.3,0.464,7.1,18.3,0.388,18.1,24.3,0.745,38.4,19.0,7.7,3.5,94.2
1996-97,1610612744,Golden State Warriors,30,52,36.5,80.1,0.456,5.9,16.6,0.353,20.7,26.6,0.778,40.8,22.2,7.5,4.4,99.6
1996-97,1610612745,Houston Rockets,57,25,37.0,79.1,0.468,8.2,22.4,0.365,18.3,24.3,0.755,42.6,24.5,8.4,4.2,100.6
1996-97,1610612754,Indiana Pacers,39,43,34.8,76.3,0.456,5.2,13.8,0.381,20.6,28.5,0.722,41.7,21.3,7.1,4.8,95.4
1996-97,1610612746,Los Angeles Clippers,36,46,36.5,81.7,0.446,5.8,16.3,0.354,18.5,25.3,0.731,40.7,20.3,8.9,5.4,97.2
1996-97,1610612747,Los Angeles Lakers,56,26,36.8,81.0,0.454,6.7,18.3,0.367,19.7,28.4,0.692,42.8,22.5,9.0,7.0,100.0
1996-97,1610612748,Miami Heat,61,21,34.4,76.0,0.453,8.3,22.7,0.364,17.7,24.7,0.719,41.0,21.2,7.9,5.4,94.8
1996-97,1610612749,Milwaukee Bucks,33,49,36.2,76.9,0.471,4.0,11.2,0.352,19.0,25.7,0.741,39.2,19.6,7.7,4.2,95.3
1996-97,1610612750,Minnesota Timberwolves,40,42,35.8,78.5,0.456,4.5,13.3,0.339,20.0,26.6,0.751,39.7,22.9,7.5,6.8,96.1
1996-97,1610612751,New Jersey Nets,26,56,36.5,86.5,0.422,5.9,16.7,0.353,18.3,24.8,0.74,46.2,21.0,8.3,5.9,97.2
1996-97,1610612752,New York Knicks,57,25,35.1,75.9,0.463,5.7,15.8,0.363,19.3,25.8,0.748,42.5,22.1,7.7,4.6,95.4
1996-97,1610612753,Orlando Magic,45,37,34.6,79.2,0.437,6.9,20.3,0.341,18.0,24.1,0.746,40.1,20.6,8.5,4.4,94.1
1996-97,1610612755,Philadelphia 76ers,22,60,36.6,83.5,0.438,5.3,16.5,0.319,21.7,29.9,0.725,44.2,20.7,8.3,4.8,100.2
1996-97,1610612756,Phoenix Suns,40,42,38.3,81.8,0.469,6.4,17.4,0.369,19.7,25.9,0.761,40.1,25.2,8.1,3.9,102.8
1996-97,1610612757,Portland Trail Blazers,49,33,36.6,78.8,0.464,6.1,17.1,0.358,19.7,27.6,0.713,43.3,20.8,7.8,5.3,99.0
1996-97,1610612758,Sacramento Kings,34,48,36.6,80.6,0.454,5.0,12.9,0.391,18.2,25.2,0.723,41.5,21.9,7.2,4.4,96.4
1996-97,1610612759,San Antonio Spurs,20,62,34.5,77.9,0.442,4.6,14.4,0.32,16.9,23.5,0.719,39.4,20.3,7.9,5.3,90.5
1996-97,1610612760,Seattle SuperSonics,57,25,36.5,78.2,0.467,6.8,19.3,0.353,21.0,28.0,0.752,40.0,23.5,11.0,4.7,100.9
1996-97,1610612761,Toronto Raptors,30,52,35.3,80.9,0.437,7.2,19.8,0.363,17.6,24.5,0.72,41.3,20.9,8.8,6.3,95.5
1996-97,1610612762,Utah Jazz,64,18,38.2,75.8,0.504,4.1,11.0,0.37,22.7,29.5,0.769,40.2,26.8,9.1,5.1,103.1
1996-97,1610612763,Vancouver Grizzlies,14,68,34.4,78.7,0.437,5.4,15.5,0.349,15.0,21.1,0.709,38.8,22.7,8.0,5.7,89.2
1996-97,1610612764,Washington Bullets,44,38,39.1,81.4,0.48,4.0,12.2,0.331,17.1,24.1,0.707,41.8,23.4,8.7,4.9,99.4
1997-98,1610612737,Atlanta Hawks,50,32,35.2,77.5,0.455,4.1,12.4,0.332,21.3,28.2,0.756,43.0,19.1,7.9,6.0,95.9
1997-98,1610612738,Boston Celtics,36,46,36.7,84.6,0.434,5.1,15.2,0.332,17.4,24.0,0.726,39.5,22.1,12.0,4.5,95.9
1997-98,1610612766,Charlotte Hornets,51,31,36.2,77.4,0.468,4.2,11.0,0.383,20.0,26.7,0.751,40.6,23.7,8.4,3.8,96.6
1997-98,1610612741,Chicago Bulls,62,20,37.4,82.9,0.451,3.8,11.7,0.323,18.2,24.5,0.743,44.9,23.8,8.5,4.3,96.7
1997-98,1610612739,Cleveland Cavaliers,47,35,34.4,75.7,0.454,3.6,9.8,0.372,20.2,26.7,0.756,40.1,23.1,9.9,5.1,92.5
1997-98,1610612742,Dallas Mavericks,20,62,35.1,82.4,0.427,5.1,14.4,0.357,16.0,21.2,0.753,40.1,18.7,7.9,5.7,91.4
1997-98,1610612743,Denver Nuggets,11,71,32.6,78.2,0.418,3.5,10.9,0.323,20.2,26.2,0.772,39.0,18.9,8.1,4.8,89.0
1997-98,1610612765,Detroit Pistons,37,45,34.9,77.7,0.449,3.6,11.4,0.312,20.8,27.9,0.745,41.2,19.5,8.3,4.2,94.2
1997-98,1610612744,Golden State Warriors,19,63,34.7,83.9,0.413,2.3,8.5,0.272,16.6,23.3,0.71,45.9,20.8,7.6,5.5,88.3
1997-98,1610612745,Houston Rockets,41,41,35.9,79.4,0.452,7.0,20.4,0.343,19.9,25.9,0.771,40.7,21.9,8.4,3.6,98.8
1997-98,1610612754,Indiana Pacers,58,24,35.6,75.9,0.469,4.9,12.5,0.39,19.9,26.0,0.764,39.3,23.0,7.9,4.5,96.0
1997-98,1610612746,Los Angeles Clippers,17,65,35.7,81.6,0.438,6.4,17.9,0.358,18.0,25.0,0.723,40.4,18.7,7.6,5.6,95.9
1997-98,1610612747,Los Angeles Lakers,61,21,38.4,79.7,0.481,6.1,17.3,0.351,22.7,33.5,0.679,43.3,24.5,9.0,6.8,105.5
1997-98,1610612748,Miami Heat,55,27,34.8,77.2,0.45,6.7,18.8,0.355,18.8,25.4,0.739,42.0,21.4,8.1,5.2,95.0
1997-98,1610612749,Milwaukee Bucks,36,46,35.6,78.0,0.456,3.0,8.6,0.354,20.3,26.4,0.767,39.9,20.1,8.9,4.4,94.5
1997-98,1610612750,Minnesota Timberwolves,45,37,38.5,83.5,0.461,3.7,10.6,0.347,20.4,27.5,0.743,42.6,25.2,7.8,5.2,101.1
1997-98,1610612751,New Jersey Nets,43,39,37.3,84.5,0.441,3.8,11.4,0.331,21.3,28.7,0.744,42.5,20.5,9.5,3.8,99.6
1997-98,1610612752,New York Knicks,43,39,34.9,78.2,0.447,4.7,13.9,0.335,17.1,22.1,0.772,41.6,21.8,7.7,3.4,91.6
1997-98,1610612753,Orlando Magic,41,41,33.8,78.7,0.429,3.6,11.1,0.323,18.9,26.1,0.726,41.2,20.7,7.9,5.4,90.1
1997-98,1610612755,Philadelphia 76ers,31,51,34.6,78.2,0.443,3.0,9.9,0.3,21.1,28.7,0.737,41.7,21.1,8.9,6.0,93.3
1997-98,1610612756,Phoenix Suns,56,26,38.3,81.8,0.468,5.3,14.8,0.356,17.8,23.8,0.749,42.0,25.9,9.2,5.2,99.6
1997-98,1610612757,Portland Trail Blazers,46,36,35.2,78.0,0.451,4.0,12.8,0.309,20.0,27.1,0.737,44.0,21.5,7.1,5.7,94.3
1997-98,1610612758,Sacramento Kings,27,55,36.1,81.5,0.442,3.5,9.8,0.351,17.6,25.6,0.687,41.4,22.4,7.3,5.1,93.1
1997-98,1610612759,San Antonio Spurs,56,26,35.3,75.5,0.468,3.7,10.5,0.35,18.2,26.4,0.688,44.2,22.4,6.3,6.9,92.5
1997-98,1610612760,Seattle SuperSonics,61,21,37.2,78.8,0.473,7.6,19.2,0.395,18.5,25.7,0.721,38.5,24.2,9.8,4.6,100.6
1997-98,1610612761,Toronto Raptors,16,66,36.2,83.1,0.435,4.5,13.2,0.343,18.0,25.1,0.718,40.7,21.3,9.4,8.1,94.9
1997-98,1610612762,Utah Jazz,62,20,36.5,74.5,0.49,3.0,8.2,0.372,24.9,32.2,0.773,41.1,25.2,7.9,5.0,101.0
1997-98,1610612763,Vancouver Grizzlies,19,63,36.7,80.1,0.458,4.0,11.0,0.362,19.3,26.2,0.739,41.4,23.9,7.5,4.3,96.6
1997-98,1610612764,Washington Wizards,42,40,37.6,83.1,0.452,3.9,11.5,0.339,18.2,26.3,0.691,42.2,23.2,8.4,4.6,97.2
1998-99,1610612737,Atlanta Hawks,31,19,30.8,75.2,0.409,3.9,12.9,0.306,20.8,28.4,0.731,43.5,15.6,6.9,5.2,86.3
1998-99,1610612738,Boston Celtics,19,31,36.3,83.3,0.436,5.5,15.2,0.36,14.9,21.5,0.692,42.8,21.5,9.1,5.1,93.0
1998-99,1610612766,Charlotte Hornets,26,24,33.4,74.4,0.449,5.4,14.7,0.365,20.7,27.7,0.747,39.5,22.2,8.9,4.9,92.9
1998-99,1610612741,Chicago Bulls,13,37,30.8,76.7,0.401,3.5,12.2,0.29,16.8,23.7,0.709,39.3,20.3,8.7,3.4,81.9
1998-99,1610612739,Cleveland Cavaliers,22,28,31.2,71.2,0.439,3.6,10.7,0.341,20.3,27.1,0.749,35.8,21.9,9.0,4.1,86.4
1998-99,1610612742,Dallas Mavericks,19,31,35.0,80.7,0.434,4.0,11.9,0.339,17.6,24.2,0.728,42.5,18.4,7.0,5.8,91.6
1998-99,1610612743,Denver Nuggets,14,36,33.6,79.8,0.421,6.0,18.4,0.328,20.2,26.5,0.762,40.8,19.4,7.5,5.5,93.5
1998-99,1610612765,Detroit Pistons,29,21,33.2,74.3,0.447,5.0,13.6,0.365,19.0,25.7,0.74,40.3,20.2,8.9,4.2,90.4
1998-99,1610612744,Golden State Warriors,21,29,34.6,83.5,0.415,3.2,11.3,0.287,15.9,23.5,0.676,47.5,20.7,8.3,4.4,88.3
1998-99,1610612745,Houston Rockets,31,19,35.1,76.0,0.462,6.7,18.3,0.368,17.3,23.7,0.729,41.5,21.2,7.7,5.2,94.2
1998-99,1610612754,Indiana Pacers,33,17,34.6,77.3,0.448,5.9,16.0,0.368,19.5,24.6,0.796,40.5,20.1,6.3,4.5,94.7
1998-99,1610612746,Los Angeles Clippers,9,41,34.2,80.1,0.427,4.3,13.4,0.32,17.7,24.5,0.721,39.2,16.4,8.5,4.7,90.4
1998-99,1610612747,Los Angeles Lakers,31,19,36.8,78.7,0.468,4.8,13.7,0.352,20.5,30.1,0.683,42.0,21.9,7.8,5.7,99.0
1998-99,1610612748,Miami Heat,33,17,32.3,71.3,0.453,5.8,16.1,0.359,18.6,25.2,0.735,40.3,20.4,6.5,6.1,89.0
1998-99,1610612749,Milwaukee Bucks,28,22,35.1,76.4,0.459,4.6,12.4,0.373,16.9,23.1,0.733,38.8,20.6,8.8,4.0,91.7
1998-99,1610612750,Minnesota Timberwolves,25,25,36.8,86.5,0.425,2.4,8.2,0.298,17.0,22.9,0.743,42.9,24.4,8.5,5.4,92.9
1998-99,1610612751,New Jersey Nets,16,34,33.8,83.2,0.406,4.5,13.6,0.331,19.2,25.0,0.769,43.0,18.5,9.8,5.5,91.4
1998-99,1610612752,New York Knicks,27,23,32.2,74.1,0.435,4.2,11.8,0.353,17.8,24.4,0.732,41.2,19.3,7.9,5.2,86.4
1998-99,1610612753,Orlando Magic,33,17,33.7,78.9,0.428,4.5,13.5,0.33,17.5,25.0,0.7,42.7,21.3,9.9,4.3,89.5
1998-99,1610612755,Philadelphia 76ers,28,22,33.1,77.7,0.426,2.0,7.4,0.264,21.5,29.7,0.722,43.1,18.7,10.8,5.4,89.7
1998-99,1610612756,Phoenix Suns,27,23,35.9,80.1,0.449,5.2,14.0,0.372,18.5,24.3,0.76,40.3,25.0,8.9,4.0,95.6
1998-99,1610612757,Portland Trail Blazers,35,15,34.9,79.1,0.442,4.9,13.5,0.364,20.0,27.0,0.743,44.3,21.5,8.2,5.8,94.8
1998-99,1610612758,Sacramento Kings,27,23,38.4,86.1,0.445,5.8,18.9,0.308,17.7,25.9,0.683,45.6,22.6,8.9,4.6,100.2
1998-99,1610612759,San Antonio Spurs,37,13,34.8,76.2,0.456,3.4,10.4,0.33,19.8,28.3,0.698,44.0,22.0,8.4,7.0,92.8
1998-99,1610612760,Seattle SuperSonics,25,25,35.1,79.5,0.442,6.2,18.0,0.344,18.4,27.1,0.681,42.0,21.7,7.9,4.0,94.9
1998-99,1610612761,Toronto Raptors,23,27,33.2,78.8,0.421,4.5,13.2,0.341,20.2,26.6,0.76,43.2,20.7,8.8,6.4,91.1
1998-99,1610612762,Utah Jazz,37,13,33.7,72.4,0.465,2.8,7.8,0.361,23.2,30.2,0.767,41.3,24.1,8.0,5.5,93.3
1998-99,1610612763,Vancouver Grizzlies,8,42,32.9,76.8,0.428,3.0,9.1,0.327,20.2,28.2,0.717,40.2,19.3,8.4,4.0,88.9
1998-99,1610612764,Washington Wizards,18,32,35.4,79.4,0.445,3.6,11.6,0.309,16.9,24.0,0.705,40.0,21.3,7.9,3.9,91.2
1999-00,1610612737,Atlanta Hawks,28,54,36.6,83.0,0.441,3.1,9.9,0.317,18.0,24.2,0.743,45.3,18.9,6.1,5.6,94.3
1999-00,1610612738,Boston Celtics,35,47,37.2,83.9,0.444,5.1,15.4,0.331,19.8,26.5,0.745,43.0,21.2,9.7,3.5,99.3
1999-00,1610612766,Charlotte Hornets,49,33,35.8,79.7,0.449,4.1,12.2,0.339,22.7,30.0,0.758,42.9,24.7,8.9,5.9,98.4
1999-00,1610612741,Chicago Bulls,17,65,31.3,75.4,0.415,4.1,12.6,0.329,18.1,25.5,0.709,40.9,20.0,7.9,4.7,84.8
1999-00,1610612739,Cleveland Cavaliers,32,50,36.3,82.1,0.442,4.2,11.2,0.373,20.2,26.9,0.75,42.8,23.7,8.7,4.4,97.0
1999-00,1610612742,Dallas Mavericks,40,42,39.0,85.9,0.453,6.3,16.2,0.391,17.2,21.4,0.804,41.2,22.1,7.2,5.1,101.4
1999-00,1610612743,Denver Nuggets,35,47,37.3,84.3,0.442,5.7,17.0,0.336,18.7,25.8,0.724,44.7,23.3,6.8,7.5,99.0
1999-00,1610612765,Detroit Pistons,42,40,37.1,80.9,0.459,5.4,14.9,0.359,23.9,30.6,0.781,41.2,20.8,8.1,3.3,103.5
1999-00,1610612744,Golden State Warriors,19,63,36.5,87.1,0.42,4.2,13.0,0.323,18.3,26.2,0.697,45.6,22.6,8.9,4.3,95.5
1999-00,1610612745,Houston Rockets,34,48,36.6,81.3,0.45,7.1,19.8,0.358,19.2,26.2,0.733,43.8,21.6,7.5,5.3,99.5
1999-00,1610612754,Indiana Pacers,56,26,37.2,81.0,0.459,7.1,18.1,0.392,19.9,24.5,0.811,42.1,22.6,6.8,5.1,101.3
1999-00,1610612746,Los Angeles Clippers,15,67,35.1,82.4,0.426,5.2,15.5,0.339,16.6,22.3,0.746,40.6,18.0,7.0,6.0,92.0
1999-00,1610612747,Los Angeles Lakers,67,15,38.3,83.4,0.459,4.2,12.8,0.329,20.1,28.9,0.696,47.0,23.4,7.5,6.5,100.8
1999-00,1610612748,Miami Heat,52,30,36.3,78.8,0.46,5.4,14.7,0.371,16.4,22.3,0.736,43.2,23.5,7.1,6.4,94.4
1999-00,1610612749,Milwaukee Bucks,42,40,38.7,83.3,0.465,4.8,13.0,0.369,19.0,24.2,0.786,41.3,22.6,8.2,4.6,101.2
1999-00,1610612750,Minnesota Timberwolves,50,32,39.3,84.3,0.467,3.0,8.7,0.346,16.8,21.6,0.78,42.5,26.9,7.6,5.4,98.5
1999-00,1610612751,New Jersey Nets,31,51,36.3,83.9,0.433,5.8,16.8,0.347,19.5,24.9,0.784,40.9,20.6,8.8,4.8,98.0
1999-00,1610612752,New York Knicks,50,32,35.3,77.7,0.455,4.3,11.4,0.375,17.2,22.0,0.781,40.5,19.4,6.3,4.3,92.1
1999-00,1610612753,Orlando Magic,41,41,38.6,85.5,0.452,3.6,10.6,0.338,19.2,26.1,0.735,44.9,20.8,9.1,5.7,100.1
1999-00,1610612755,Philadelphia 76ers,49,33,36.5,82.6,0.442,2.5,7.8,0.323,19.2,27.1,0.708,44.1,22.2,9.6,4.7,94.8
1999-00,1610612756,Phoenix Suns,53,29,37.7,82.6,0.457,5.6,15.2,0.368,17.9,23.6,0.759,43.7,25.6,9.1,5.3,98.9
1999-00,1610612757,Portland Trail Blazers,59,23,36.8,78.4,0.47,5.0,13.8,0.361,18.8,24.7,0.76,43.0,23.5,7.7,4.8,97.5
1999-00,1610612758,Sacramento Kings,44,38,40.0,88.9,0.45,6.5,20.2,0.322,18.5,24.6,0.754,45.0,23.8,9.6,4.6,105.0
1999-00,1610612759,San Antonio Spurs,53,29,36.0,78.0,0.462,4.0,10.8,0.374,20.1,27.0,0.746,43.8,22.2,7.5,6.7,96.2
1999-00,1610612760,Seattle SuperSonics,45,37,37.9,84.7,0.447,6.7,19.6,0.339,16.6,23.9,0.695,43.0,22.9,8.0,4.2,99.1
1999-00,1610612761,Toronto Raptors,45,37,36.3,83.9,0.433,5.2,14.3,0.363,19.3,25.2,0.765,43.3,23.7,8.1,6.6,97.2
1999-00,1610612762,Utah Jazz,55,27,36.1,77.8,0.464,4.0,10.4,0.385,20.3,26.2,0.773,41.0,24.9,7.7,5.4,96.5
1999-00,1610612763,Vancouver Grizzlies,22,60,35.3,78.5,0.449,4.0,11.0,0.361,19.4,25.1,0.774,40.6,20.7,7.4,4.2,93.9
1999-00,1610612764,Washington Wizards,29,53,36.7,81.5,0.451,4.1,10.9,0.376,19.1,25.7,0.743,42.7,21.6,7.2,4.7,96.6
2000-01,1610612737,Atlanta Hawks,25,57,35.1,81.3,0.431,4.1,11.4,0.357,16.8,22.1,0.759,42.9,19.0,7.7,4.7,91.0
2000-01,1610612738,Boston Celtics,36,46,33.8,79.1,0.428,7.2,19.9,0.363,19.8,26.7,0.74,39.8,20.8,9.4,4.1,94.6
2000-01,1610612766,Charlotte Hornets,46,36,34.1,79.3,0.431,4.1,12.0,0.346,19.5,26.2,0.745,44.4,23.2,8.1,5.5,91.9
2000-01,1610612741,Chicago Bulls,15,67,33.2,78.2,0.424,4.0,11.6,0.346,17.2,23.3,0.739,38.9,22.1,8.2,4.6,87.6
2000-01,1610612739,Cleveland Cavaliers,30,52,35.2,79.7,0.442,2.7,8.0,0.334,19.0,24.9,0.765,42.1,20.8,7.8,5.3,92.2
2000-01,1610612742,Dallas Mavericks,53,29,37.6,81.9,0.459,6.3,16.5,0.381,18.9,23.8,0.794,41.5,21.2,7.5,6.0,100.5
2000-01,1610612743,Denver Nuggets,40,42,36.3,83.9,0.433,6.2,17.6,0.355,17.7,24.0,0.737,44.2,24.0,6.7,6.6,96.6
2000-01,1610612765,Detroit Pistons,32,50,35.6,83.9,0.424,4.7,13.6,0.35,19.6,27.2,0.721,45.5,19.9,7.5,5.5,95.6
2000-01,1610612744,Golden State Warriors,17,65,35.8,87.5,0.409,3.4,11.8,0.293,17.4,24.7,0.706,45.5,21.8,9.0,5.0,92.5
2000-01,1610612745,Houston Rockets,45,37,35.9,79.2,0.453,6.1,17.2,0.357,19.3,25.4,0.758,42.0,19.7,7.2,4.4,97.2
2000-01,1610612754,Indiana Pacers,41,41,34.5,78.4,0.44,4.8,14.1,0.342,18.8,24.5,0.766,42.9,21.5,6.9,5.9,92.6
2000-01,1610612746,Los Angeles Clippers,31,51,35.3,78.9,0.448,4.4,13.0,0.339,17.4,25.1,0.693,42.9,19.3,6.0,6.3,92.5
2000-01,1610612747,Los Angeles Lakers,56,26,37.9,81.5,0.465,5.4,15.5,0.344,19.4,28.5,0.683,44.7,23.0,6.9,6.0,100.6
2000-01,1610612748,Miami Heat,50,32,32.9,76.3,0.43,5.8,16.9,0.345,17.4,22.9,0.759,39.6,19.9,7.7,3.7,88.9
2000-01,1610612749,Milwaukee Bucks,52,30,38.0,82.9,0.458,6.9,18.1,0.379,18.0,22.9,0.787,42.4,22.5,8.2,4.7,100.7
2000-01,1610612750,Minnesota Timberwolves,47,35,38.4,83.8,0.458,3.9,11.0,0.357,16.6,21.2,0.785,42.3,25.4,8.3,5.6,97.3
2000-01,1610612751,New Jersey Nets,26,56,33.9,79.9,0.425,4.4,13.2,0.333,19.9,26.2,0.759,39.6,19.5,7.9,5.0,92.1
2000-01,1610612752,New York Knicks,48,34,33.6,75.6,0.444,4.8,13.6,0.351,16.8,21.1,0.796,40.2,18.5,6.6,4.2,88.7
2000-01,1610612753,Orlando Magic,43,39,36.7,83.8,0.438,6.0,16.4,0.364,18.0,25.2,0.714,42.9,22.0,8.2,5.9,97.5
2000-01,1610612755,Philadelphia 76ers,56,26,35.4,79.1,0.447,3.2,9.8,0.326,20.7,27.8,0.745,44.8,20.6,8.4,5.0,94.7
2000-01,1610612756,Phoenix Suns,51,31,35.9,82.4,0.436,4.0,12.9,0.315,18.2,24.1,0.755,42.7,23.2,9.5,5.2,94.0
2000-01,1610612757,Portland Trail Blazers,50,32,36.6,78.3,0.468,4.5,12.9,0.349,17.6,23.2,0.762,42.0,23.9,8.2,5.1,95.4
2000-01,1610612758,Sacramento Kings,55,27,38.2,85.0,0.449,5.8,16.5,0.354,19.5,25.3,0.771,45.0,22.6,9.7,5.3,101.7
2000-01,1610612759,San Antonio Spurs,58,24,35.2,76.4,0.461,5.4,13.3,0.407,20.4,28.5,0.715,44.1,21.7,6.9,7.0,96.2
2000-01,1610612760,Seattle SuperSonics,44,38,36.9,81.1,0.456,5.7,14.3,0.399,17.7,24.2,0.732,41.7,21.9,8.0,5.0,97.3
2000-01,1610612761,Toronto Raptors,47,35,37.2,85.0,0.437,5.2,14.2,0.369,18.1,24.2,0.747,44.5,24.4,7.3,6.3,97.6
2000-01,1610612762,Utah Jazz,53,29,36.1,76.7,0.471,4.0,10.4,0.381,20.9,27.8,0.752,40.6,25.7,8.1,5.6,97.1
