SEASON,TEAM_ID,TEAM_NAME,W,L,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,PTS
2000-01,1610612763,Vancouver Grizzlies,23,59,35.0,79.7,0.439,4.0,11.5,0.343,17.8,23.1,0.77,40.5,23.2,7.1,4.4,91.7
2000-01,1610612764,Washington Wizards,19,63,34.5,78.7,0.439,3.4,10.3,0.324,20.8,27.4,0.759,41.3,20.1,7.7,4.7,93.2
2001-02,1610612737,Atlanta Hawks,33,49,35.4,80.6,0.439,5.2,14.6,0.354,18.1,23.7,0.765,41.5,20.2,8.1,4.3,94.0
2001-02,1610612738,Boston Celtics,49,33,34.8,82.1,0.424,8.5,23.7,0.359,18.3,23.9,0.764,42.2,21.0,9.7,3.6,96.4
2001-02,1610612766,Charlotte Hornets,44,38,35.3,80.2,0.44,4.2,12.1,0.348,19.1,25.7,0.745,43.5,21.5,8.0,5.6,93.9
2001-02,1610612741,Chicago Bulls,21,61,34.3,79.2,0.433,3.7,10.6,0.346,17.2,23.9,0.722,40.0,22.2,7.7,4.4,89.5
2001-02,1610612739,Cleveland Cavaliers,29,53,36.0,80.3,0.448,4.7,12.5,0.377,18.6,24.1,0.772,42.1,23.1,7.0,5.7,95.3
2001-02,1610612742,Dallas Mavericks,57,25,39.0,84.5,0.462,7.6,20.1,0.378,19.6,24.3,0.806,42.5,22.1,7.1,4.8,105.2
2001-02,1610612743,Denver Nuggets,27,55,35.5,83.8,0.424,5.2,15.7,0.329,15.9,21.4,0.744,41.8,22.2,7.5,5.6,92.2
2001-02,1610612765,Detroit Pistons,50,32,34.7,76.8,0.452,6.9,18.4,0.376,18.0,23.8,0.756,38.7,21.5,7.9,6.9,94.3
2001-02,1610612744,Golden State Warriors,21,61,36.6,85.2,0.429,3.9,12.1,0.322,20.6,28.6,0.722,46.7,20.8,7.9,6.4,97.7
2001-02,1610612745,Houston Rockets,28,54,34.6,80.8,0.428,6.0,18.0,0.335,17.1,23.1,0.741,41.9,18.1,6.5,5.4,92.3
2001-02,1610612754,Indiana Pacers,42,40,35.8,80.2,0.446,4.9,14.6,0.339,20.3,26.3,0.772,42.7,23.0,8.0,5.3,96.8
2001-02,1610612746,Los Angeles Clippers,39,43,36.2,81.3,0.445,5.0,14.0,0.356,18.3,24.7,0.739,43.4,20.9,6.2,6.6,95.7
2001-02,1610612747,Los Angeles Lakers,58,24,38.4,83.4,0.461,6.2,17.5,0.354,18.2,26.1,0.699,44.3,23.0,7.6,5.8,101.3
2001-02,1610612763,Memphis Grizzlies,23,59,34.8,79.7,0.436,4.1,13.4,0.307,16.3,23.0,0.708,41.4,21.8,7.9,6.0,89.9
2001-02,1610612748,Miami Heat,36,46,34.2,77.8,0.439,3.8,11.0,0.347,15.1,20.8,0.724,42.0,20.3,6.7,5.5,87.2
2001-02,1610612749,Milwaukee Bucks,41,41,37.1,80.2,0.462,7.2,19.3,0.375,16.1,21.5,0.748,41.4,22.5,7.3,4.7,97.5
2001-02,1610612750,Minnesota Timberwolves,50,32,38.7,84.0,0.461,4.8,12.8,0.378,17.1,21.4,0.798,44.2,24.3,6.4,5.2,99.3
2001-02,1610612751,New Jersey Nets,52,30,37.1,83.1,0.446,4.9,14.6,0.338,17.1,23.3,0.735,43.3,24.3,8.7,6.0,96.2
2001-02,1610612752,New York Knicks,30,52,34.4,79.5,0.432,5.8,16.4,0.353,17.1,21.8,0.787,40.7,21.0,6.8,3.5,91.6
2001-02,1610612753,Orlando Magic,44,38,37.6,84.0,0.448,7.6,20.2,0.373,17.6,23.4,0.754,41.2,22.0,8.1,4.7,100.5
2001-02,1610612755,Philadelphia 76ers,43,39,34.2,78.5,0.436,2.6,8.7,0.299,20.0,25.7,0.779,44.2,20.0,8.6,4.4,91.0
2001-02,1610612756,Phoenix Suns,36,46,37.8,84.6,0.447,4.4,13.4,0.327,15.2,19.9,0.767,42.7,22.4,8.1,4.9,95.1
2001-02,1610612757,Portland Trail Blazers,49,33,36.6,81.4,0.45,5.7,16.1,0.354,17.7,23.2,0.763,43.0,23.5,8.6,4.5,96.6
2001-02,1610612758,Sacramento Kings,61,21,39.8,85.4,0.467,5.2,14.1,0.367,19.7,26.3,0.751,45.3,23.9,9.0,4.6,104.6
2001-02,1610612759,San Antonio Spurs,58,24,35.5,77.6,0.458,5.3,14.8,0.362,20.3,27.4,0.742,42.4,20.0,7.6,6.5,96.7
2001-02,1610612760,Seattle SuperSonics,45,37,38.2,81.5,0.469,6.0,15.8,0.378,15.4,20.4,0.755,40.3,23.5,8.5,4.4,97.7
2001-02,1610612761,Toronto Raptors,42,40,35.6,82.0,0.434,4.7,13.5,0.349,15.5,20.9,0.739,42.1,21.7,8.4,5.6,91.4
2001-02,1610612762,Utah Jazz,44,38,35.0,77.7,0.45,3.4,10.3,0.333,22.6,29.6,0.763,42.2,24.4,9.1,6.4,96.0
2001-02,1610612764,Washington Wizards,37,45,35.8,81.3,0.441,3.7,9.6,0.388,17.4,22.8,0.765,42.0,20.9,7.0,4.3,92.8
2002-03,1610612737,Atlanta Hawks,35,47,34.9,78.5,0.444,4.9,13.9,0.352,19.4,24.5,0.793,42.6,20.5,7.5,5.8,94.1
2002-03,1610612738,Boston Celtics,44,38,32.9,79.4,0.415,8.8,26.3,0.334,18.0,24.3,0.742,40.5,19.2,8.8,3.7,92.7
2002-03,1610612741,Chicago Bulls,30,52,36.5,81.9,0.445,4.3,12.2,0.35,17.7,24.6,0.722,43.0,21.7,7.4,5.6,95.0
2002-03,1610612739,Cleveland Cavaliers,17,65,34.8,82.3,0.422,3.6,10.9,0.327,18.3,24.5,0.747,44.6,20.9,7.8,6.4,91.4
2002-03,1610612742,Dallas Mavericks,60,22,38.5,85.1,0.453,7.8,20.3,0.381,18.1,21.9,0.829,42.1,22.4,8.1,5.5,103.0
2002-03,1610612743,Denver Nuggets,17,65,32.8,79.8,0.411,2.8,10.0,0.278,15.8,22.6,0.699,42.4,21.2,8.7,5.1,84.2
2002-03,1610612765,Detroit Pistons,50,32,32.9,76.5,0.43,6.5,18.1,0.358,19.0,24.6,0.771,40.6,19.8,6.8,5.7,91.4
2002-03,1610612744,Golden State Warriors,38,44,37.3,84.6,0.441,5.2,15.1,0.344,22.6,29.0,0.778,46.7,20.9,7.2,6.2,102.4
2002-03,1610612745,Houston Rockets,43,39,34.6,78.8,0.44,5.4,15.5,0.346,19.1,24.9,0.768,43.8,18.4,7.2,6.0,93.8
2002-03,1610612754,Indiana Pacers,48,34,35.5,80.6,0.441,4.6,13.6,0.339,21.2,27.7,0.766,44.2,23.3,8.5,5.4,96.8
2002-03,1610612746,Los Angeles Clippers,27,55,34.6,79.1,0.437,4.8,14.4,0.331,19.9,26.5,0.75,42.3,19.6,7.0,5.6,93.8
2002-03,1610612747,Los Angeles Lakers,50,32,37.7,83.6,0.451,5.9,16.7,0.356,19.0,26.0,0.734,44.3,23.3,7.8,5.7,100.4
2002-03,1610612763,Memphis Grizzlies,28,54,37.2,82.2,0.452,5.7,15.6,0.365,17.4,23.6,0.739,41.6,23.1,7.9,6.1,97.5
2002-03,1610612748,Miami Heat,25,57,32.8,79.5,0.412,4.2,13.4,0.316,15.8,20.6,0.765,41.6,18.3,7.2,4.0,85.6
2002-03,1610612749,Milwaukee Bucks,42,40,37.1,81.3,0.457,7.1,18.6,0.383,18.1,23.3,0.776,39.5,22.2,7.6,4.2,99.5
2002-03,1610612750,Minnesota Timberwolves,51,31,38.7,83.0,0.466,3.6,9.8,0.368,17.1,22.3,0.77,43.6,25.2,6.7,5.3,98.1
2002-03,1610612751,New Jersey Nets,49,33,35.4,80.3,0.441,4.2,12.7,0.332,20.3,26.8,0.757,42.9,23.0,8.7,4.6,95.4
2002-03,1610612740,New Orleans Hornets,47,35,35.5,81.6,0.435,4.9,13.1,0.376,17.9,23.3,0.768,43.6,22.0,8.0,4.8,93.9
2002-03,1610612752,New York Knicks,37,45,36.2,82.0,0.441,7.4,19.3,0.383,16.1,19.8,0.815,39.2,22.0,7.1,3.1,95.9
2002-03,1610612753,Orlando Magic,42,40,35.9,82.5,0.436,6.9,19.4,0.357,19.7,25.4,0.777,40.9,20.4,8.5,3.7,98.5
2002-03,1610612755,Philadelphia 76ers,48,34,36.3,81.0,0.448,3.0,9.6,0.311,21.3,27.5,0.775,42.2,21.6,10.3,3.5,96.8
2002-03,1610612756,Phoenix Suns,44,38,36.6,82.6,0.443,4.8,14.0,0.343,17.4,23.5,0.742,42.5,21.0,8.1,4.9,95.5
2002-03,1610612757,Portland Trail Blazers,50,32,36.4,79.2,0.46,4.6,14.0,0.33,17.7,23.7,0.745,41.1,22.7,8.8,3.9,95.2
2002-03,1610612758,Sacramento Kings,59,23,39.5,85.2,0.464,6.0,15.7,0.381,16.7,22.3,0.746,44.5,24.8,9.0,5.6,101.7
2002-03,1610612759,San Antonio Spurs,60,22,35.5,76.8,0.462,5.5,15.5,0.354,19.4,26.8,0.725,42.6,20.0,7.7,6.5,95.8
2002-03,1610612760,Seattle SuperSonics,40,42,35.2,80.5,0.437,5.6,15.7,0.353,16.2,21.7,0.744,40.8,21.6,8.3,3.6,92.1
2002-03,1610612761,Toronto Raptors,24,58,34.7,81.3,0.427,5.0,14.5,0.343,16.5,22.9,0.718,41.2,19.3,7.4,4.8,90.9
2002-03,1610612762,Utah Jazz,47,35,35.3,75.5,0.468,2.7,7.8,0.349,21.3,28.6,0.745,41.5,25.6,8.6,5.7,94.7
2002-03,1610612764,Washington Wizards,37,45,34.3,78.0,0.44,3.1,9.9,0.312,19.7,25.3,0.779,40.4,19.7,7.6,4.8,91.5
2003-04,1610612737,Atlanta Hawks,28,54,34.5,79.6,0.433,5.1,15.2,0.335,18.7,24.1,0.776,42.7,20.1,7.6,5.0,92.8
2003-04,1610612738,Boston Celtics,36,46,34.7,78.2,0.443,6.7,19.5,0.346,19.2,25.5,0.75,40.1,20.5,9.4,4.0,95.3
2003-04,1610612741,Chicago Bulls,23,59,34.1,82.4,0.414,5.2,15.3,0.342,16.2,22.4,0.725,43.5,21.9,8.0,4.8,89.7
2003-04,1610612739,Cleveland Cavaliers,35,47,35.6,82.4,0.433,3.0,9.6,0.314,18.6,24.8,0.753,45.6,22.0,7.1,6.5,92.9
2003-04,1610612742,Dallas Mavericks,52,30,40.5,88.2,0.459,6.2,17.8,0.348,18.0,22.6,0.796,45.3,23.9,8.0,5.3,105.2
2003-04,1610612743,Denver Nuggets,43,39,36.5,82.5,0.443,4.0,12.0,0.336,20.2,26.3,0.767,42.3,21.9,9.1,6.3,97.2
2003-04,1610612765,Detroit Pistons,54,28,33.5,77.0,0.435,4.1,11.8,0.344,19.0,25.3,0.753,42.8,20.8,8.0,7.0,90.1
2003-04,1610612744,Golden State Warriors,37,45,35.1,79.4,0.442,5.2,15.6,0.334,17.9,24.7,0.725,43.1,20.5,7.0,4.7,93.3
2003-04,1610612745,Houston Rockets,45,37,33.4,75.5,0.442,6.3,17.1,0.366,16.7,21.6,0.773,42.6,19.3,6.8,5.4,89.8
2003-04,1610612754,Indiana Pacers,61,21,33.6,77.1,0.435,5.5,15.6,0.351,18.8,24.6,0.764,41.7,21.6,8.9,5.0,91.4
2003-04,1610612746,Los Angeles Clippers,28,54,34.4,80.2,0.428,4.0,12.5,0.321,22.0,28.1,0.785,43.5,20.2,7.2,4.6,94.8
2003-04,1610612747,Los Angeles Lakers,56,26,36.9,81.4,0.454,4.5,13.6,0.327,19.9,28.7,0.693,43.1,23.8,8.3,4.6,98.2
2003-04,1610612763,Memphis Grizzlies,50,32,36.1,81.2,0.445,5.5,16.0,0.34,19.0,26.1,0.727,41.8,23.4,9.7,6.9,96.7
2003-04,1610612748,Miami Heat,42,40,33.3,78.3,0.425,5.9,16.5,0.357,17.8,23.4,0.762,41.5,19.1,7.2,3.8,90.3
2003-04,1610612749,Milwaukee Bucks,41,41,36.2,81.1,0.447,4.9,14.0,0.35,20.7,26.7,0.775,42.2,22.8,6.8,4.7,98.0
2003-04,1610612750,Minnesota Timberwolves,58,24,37.0,80.1,0.462,4.0,10.9,0.363,16.6,21.3,0.781,42.9,23.0,6.8,5.6,94.5
2003-04,1610612751,New Jersey Nets,47,35,34.3,77.7,0.441,4.6,13.7,0.336,17.0,22.6,0.753,40.7,24.5,8.6,3.9,90.3
2003-04,1610612740,New Orleans Hornets,41,41,33.8,80.5,0.42,6.5,20.3,0.319,17.7,23.6,0.751,42.8,20.9,8.6,4.2,91.8
2003-04,1610612752,New York Knicks,39,43,35.1,79.4,0.442,5.0,13.6,0.364,16.8,21.1,0.793,42.6,20.7,7.4,4.8,92.0
2003-04,1610612753,Orlando Magic,21,61,35.4,82.5,0.429,5.2,15.2,0.344,18.0,24.4,0.737,40.9,19.3,6.7,3.8,94.0
2003-04,1610612755,Philadelphia 76ers,33,49,32.7,76.3,0.428,4.1,12.1,0.342,18.4,24.5,0.753,40.8,20.0,8.0,4.4,88.0
2003-04,1610612756,Phoenix Suns,29,53,36.1,81.4,0.443,5.1,14.7,0.345,17.0,22.7,0.746,40.6,19.3,9.0,4.7,94.2
2003-04,1610612757,Portland Trail Blazers,41,41,35.3,78.9,0.448,4.6,13.4,0.346,15.4,21.1,0.731,41.7,21.6,7.5,5.4,90.7
2003-04,1610612758,Sacramento Kings,55,27,37.8,81.8,0.462,7.3,18.3,0.401,19.8,24.9,0.795,41.2,26.2,8.7,4.0,102.8
2003-04,1610612759,San Antonio Spurs,57,25,34.7,78.5,0.442,5.0,13.9,0.358,17.2,25.2,0.681,45.1,20.4,8.1,6.5,91.5
2003-04,1610612760,Seattle SuperSonics,37,45,35.8,80.4,0.446,8.8,23.6,0.373,16.6,21.7,0.765,39.3,21.7,8.1,4.7,97.1
2003-04,1610612761,Toronto Raptors,33,49,32.4,77.4,0.418,5.6,15.8,0.356,15.1,20.1,0.75,39.6,19.2,7.4,4.9,85.4
2003-04,1610612762,Utah Jazz,42,40,32.8,75.3,0.436,3.1,9.6,0.321,20.0,26.8,0.746,41.2,20.4,7.1,6.0,88.7
2003-04,1610612764,Washington Wizards,25,57,33.6,80.0,0.421,5.3,15.5,0.342,19.3,27.0,0.714,42.8,18.7,8.9,5.0,91.8
2004-05,1610612737,Atlanta Hawks,13,69,35.9,81.4,0.441,3.7,11.9,0.312,17.3,24.3,0.711,41.9,19.7,7.7,4.2,92.7
2004-05,1610612738,Boston Celtics,45,37,37.1,79.4,0.468,5.3,15.3,0.349,21.6,28.3,0.764,40.8,22.1,8.1,5.2,101.3
2004-05,1610612766,Charlotte Bobcats,18,64,36.1,83.6,0.432,3.9,10.7,0.363,18.1,25.6,0.709,41.7,21.9,8.5,5.4,94.3
2004-05,1610612741,Chicago Bulls,47,35,34.7,80.4,0.432,6.2,17.5,0.357,18.7,25.0,0.75,43.8,21.3,7.0,4.5,94.5
2004-05,1610612739,Cleveland Cavaliers,42,40,36.5,81.5,0.447,3.7,11.0,0.332,19.9,26.5,0.752,42.3,22.6,8.0,5.6,96.5
2004-05,1610612742,Dallas Mavericks,58,24,37.3,81.6,0.457,5.6,15.5,0.364,22.3,28.2,0.789,42.9,19.6,8.6,5.6,102.5
2004-05,1610612743,Denver Nuggets,49,33,37.0,80.7,0.459,3.9,11.5,0.34,21.5,28.2,0.763,42.0,23.9,9.1,6.0,99.5
2004-05,1610612765,Detroit Pistons,54,28,34.8,78.3,0.444,4.4,12.8,0.345,19.4,26.2,0.739,43.4,21.8,7.0,6.1,93.3
2004-05,1610612744,Golden State Warriors,34,48,36.9,85.8,0.43,7.6,21.6,0.352,17.2,23.8,0.722,42.7,22.1,7.8,5.1,98.7
2004-05,1610612745,Houston Rockets,51,31,34.7,78.3,0.443,6.7,18.5,0.364,18.9,24.2,0.781,42.4,21.1,6.9,4.6,95.1
2004-05,1610612754,Indiana Pacers,44,38,32.5,75.2,0.432,6.6,19.2,0.344,21.3,26.9,0.792,40.1,18.2,7.5,4.4,93.0
2004-05,1610612746,Los Angeles Clippers,37,45,35.7,77.7,0.459,2.8,8.2,0.345,21.6,27.7,0.778,41.9,23.2,7.3,5.1,95.7
2004-05,1610612747,Los Angeles Lakers,34,48,35.3,80.8,0.437,7.9,22.1,0.355,20.3,26.1,0.777,43.2,20.4,6.2,4.2,98.7
2004-05,1610612763,Memphis Grizzlies,45,37,34.2,76.5,0.447,6.5,18.1,0.357,18.6,24.7,0.754,39.0,20.9,8.5,5.8,93.4
2004-05,1610612748,Miami Heat,59,23,37.8,77.7,0.486,5.8,15.4,0.377,20.2,30.1,0.672,43.0,21.8,6.4,5.8,101.5
2004-05,1610612749,Milwaukee Bucks,30,52,36.1,80.2,0.45,4.0,11.3,0.351,21.0,27.2,0.772,41.3,21.0,6.5,3.5,97.2
2004-05,1610612750,Minnesota Timberwolves,44,38,37.1,80.8,0.459,4.8,14.0,0.345,17.7,22.2,0.796,43.0,23.4,5.6,5.5,96.8
2004-05,1610612751,New Jersey Nets,42,40,33.6,78.3,0.429,5.3,14.7,0.362,19.0,24.9,0.763,39.5,21.6,7.9,3.8,91.4
2004-05,1610612740,New Orleans Hornets,18,64,33.1,80.0,0.415,5.1,16.0,0.315,17.1,22.3,0.766,40.2,21.0,6.7,3.8,88.4
2004-05,1610612752,New York Knicks,33,49,36.3,80.5,0.451,5.4,15.1,0.356,19.3,25.1,0.767,41.0,20.3,7.7,3.2,97.3
2004-05,1610612753,Orlando Magic,36,46,37.0,81.5,0.454,3.9,11.2,0.349,21.6,28.5,0.759,43.7,19.3,7.7,5.4,99.5
2004-05,1610612755,Philadelphia 76ers,43,39,35.9,82.1,0.437,6.2,17.7,0.348,21.1,26.8,0.789,42.0,20.9,9.2,3.9,99.1
2004-05,1610612756,Phoenix Suns,62,20,40.9,85.6,0.477,9.7,24.7,0.393,19.0,25.4,0.748,44.1,23.5,7.0,5.5,110.4
2004-05,1610612757,Portland Trail Blazers,27,55,35.3,78.3,0.451,5.1,14.2,0.362,17.2,23.7,0.725,41.1,21.0,7.1,6.6,92.9
2004-05,1610612758,Sacramento Kings,50,32,39.1,85.1,0.459,6.4,17.0,0.374,19.2,24.4,0.787,42.4,24.5,8.2,3.9,103.7
2004-05,1610612759,San Antonio Spurs,59,23,35.6,78.7,0.453,6.2,17.0,0.363,18.7,25.9,0.724,42.4,21.6,7.5,6.6,96.2
2004-05,1610612760,Seattle SuperSonics,52,30,35.1,79.2,0.444,8.1,22.2,0.365,20.5,26.0,0.79,40.9,18.1,6.7,4.1,98.9
2004-05,1610612761,Toronto Raptors,33,49,36.0,81.2,0.444,7.9,20.5,0.385,19.8,25.6,0.774,40.1,20.4,7.6,3.9,99.7
2004-05,1610612762,Utah Jazz,26,56,34.5,76.8,0.449,3.0,9.3,0.328,21.0,27.7,0.757,40.1,22.3,6.6,4.6,93.0
2004-05,1610612764,Washington Wizards,45,37,36.2,82.9,0.437,6.3,18.3,0.343,21.9,30.2,0.725,42.8,19.1,8.7,4.2,100.5
2005-06,1610612737,Atlanta Hawks,26,56,35.9,79.2,0.454,5.2,14.1,0.367,20.2,26.9,0.75,40.3,19.8,7.2,4.8,97.2
2005-06,1610612738,Boston Celtics,33,49,36.0,77.1,0.467,5.7,15.7,0.362,20.3,26.9,0.755,39.6,20.9,7.0,5.1,98.0
2005-06,1610612766,Charlotte Bobcats,26,56,36.1,83.5,0.433,5.2,15.4,0.339,19.4,26.7,0.729,39.8,20.9,10.0,4.3,96.9
2005-06,1610612741,Chicago Bulls,41,41,36.6,82.2,0.446,6.8,18.0,0.379,17.7,24.0,0.738,42.8,22.0,6.2,4.2,97.8
2005-06,1610612739,Cleveland Cavaliers,50,32,35.5,78.2,0.454,6.1,17.9,0.339,20.6,28.3,0.729,42.3,19.0,6.9,4.8,97.6
2005-06,1610612742,Dallas Mavericks,60,22,36.0,77.7,0.462,5.1,13.6,0.374,22.2,28.3,0.783,42.2,18.0,7.2,6.0,99.1
2005-06,1610612743,Denver Nuggets,44,38,37.5,81.4,0.461,4.3,13.1,0.325,21.0,28.2,0.744,41.3,23.4,8.5,5.6,100.3
2005-06,1610612765,Detroit Pistons,64,18,36.4,80.0,0.455,6.8,17.7,0.384,17.3,23.8,0.727,40.5,24.0,7.1,6.0,96.8
2005-06,1610612744,Golden State Warriors,34,48,35.8,82.7,0.433,7.6,22.3,0.341,19.2,26.7,0.718,42.3,20.7,7.4,4.3,98.5
2005-06,1610612745,Houston Rockets,34,48,33.0,76.2,0.433,5.7,17.2,0.332,18.3,24.1,0.759,41.6,19.3,7.2,3.9,90.1
2005-06,1610612754,Indiana Pacers,41,41,34.0,76.5,0.444,6.5,18.7,0.349,19.4,26.3,0.737,42.2,19.9,7.3,5.0,93.9
2005-06,1610612746,Los Angeles Clippers,47,35,36.5,78.6,0.465,3.5,10.3,0.344,20.7,26.1,0.791,43.1,20.8,6.5,6.1,97.2
2005-06,1610612747,Los Angeles Lakers,45,37,36.5,80.6,0.453,6.7,19.3,0.349,19.7,26.5,0.745,42.2,21.1,7.7,4.3,99.4
2005-06,1610612763,Memphis Grizzlies,49,33,33.5,74.7,0.448,7.2,19.2,0.374,18.0,25.3,0.711,39.2,19.3,7.3,5.4,92.2
2005-06,1610612748,Miami Heat,52,30,37.1,77.5,0.478,6.1,17.6,0.345,19.7,28.2,0.7,43.1,20.6,6.4,5.4,99.9
2005-06,1610612749,Milwaukee Bucks,40,42,36.3,80.1,0.453,6.2,16.3,0.38,19.0,25.8,0.738,41.2,21.6,7.3,3.3,97.8
2005-06,1610612750,Minnesota Timberwolves,33,49,35.2,77.3,0.456,3.8,11.5,0.329,17.5,23.1,0.758,39.4,20.9,6.8,5.7,91.7
2005-06,1610612751,New Jersey Nets,49,33,33.9,77.0,0.44,5.8,17.6,0.33,20.2,26.7,0.758,41.0,23.0,6.8,3.4,93.8
2005-06,1610612740,New Orleans/Oklahoma City Hornets,38,44,34.5,78.4,0.44,3.7,10.8,0.339,20.1,26.5,0.758,40.2,18.5,7.5,3.8,92.8
2005-06,1610612752,New York Knicks,23,59,34.4,75.7,0.455,3.9,10.8,0.362,22.9,31.5,0.726,41.4,17.9,6.8,3.3,95.6
2005-06,1610612753,Orlando Magic,36,46,35.5,75.2,0.472,3.6,9.7,0.376,20.3,27.8,0.73,40.2,18.2,6.5,4.4,94.9
2005-06,1610612755,Philadelphia 76ers,38,44,36.6,79.8,0.458,4.6,12.6,0.364,21.6,28.4,0.76,40.2,20.2,7.9,4.9,99.4
2005-06,1610612756,Phoenix Suns,54,28,41.8,87.4,0.479,10.2,25.6,0.399,14.5,18.0,0.806,41.8,26.6,6.7,5.0,108.4
2005-06,1610612757,Portland Trail Blazers,21,61,34.0,76.4,0.445,4.4,12.7,0.349,16.3,23.7,0.689,37.7,18.2,6.5,5.3,88.8
2005-06,1610612758,Sacramento Kings,44,38,36.0,79.3,0.454,6.0,17.2,0.351,20.8,26.5,0.784,40.5,22.3,7.4,3.6,98.9
